Actual_Melt_Index,Predicted_Melt_Index
1.0863702448464776,1.152186495523364
1.0,0.9808758785774216
0.8493845854009564,0.8638090523738888
0.9784172661870504,0.9788892603031849
0.9888888888888889,0.9889176077995416
0.9963702359346642,0.9912612619420521
0.9844357976653697,0.7940213866235741
0.5427175860443186,0.780292324473808
0.4755662995791925,0.4393880112186987
0.978,0.9815062533699377
0.9529914529914529,0.9468923313689764
0.9696444058976583,0.9748009783048783
0.9466666666666667,0.9492063172577725
2.9655433260220394,0.9571478247816885
1.0052173913043478,0.9912342774444338
0.9818181818181818,0.9810751736766398
0.8618524332810047,0.8651479114124433
0.9477611940298507,0.9503606088070501
0.9863481228668942,0.9764381207979212
0.9827586206896551,0.9760303056215947
0.9609665427509294,0.9733547814827762
0.987037037037037,0.9889461248924416
0.6892545982575023,1.016929106355634
0.975925925925926,0.9784707033149477
0.8515531728847973,0.9363188562774057
0.9948453608247423,0.9822538183806065
0.8999204951361731,0.9607883764363251
1.0,0.9905734705068001
0.17780231916068473,0.1783261997381736
0.9864636209813875,0.9804543143571716
0.9433333333333334,0.9449526113439055
0.9724137931034482,0.9819896982128863
0.92,0.9198386286081045
0.9438025210084033,0.9494926957091314
1.00945179584121,0.9990329640184685
0.9956342469075916,0.9703536001777241
0.981203007518797,0.9841827996898239
0.9229500687127806,0.9307356046168984
0.9823943661971831,0.9768782343145302
0.9809663250366032,0.9518159923889586
0.9773596938775511,0.9738066648139017
1.2650862068965518,1.1599171603772143
0.9891750653228817,0.9879235491244627
0.9664179104477612,0.9544197292680883
0.9708410584864319,0.9795523234472547
0.9912280701754386,0.9875376062581703
1.002384602282405,0.9912980429612903
0.9639953542392566,0.963738776400072
0.9965397923875432,0.986240523922177
0.9962121212121212,0.991865267500563
0.9924812030075187,0.9913513726886982
0.9947368421052631,0.9700364770498482
0.9857142857142858,0.9804789026151692
1.0,0.9944701529153517
0.9941860465116279,0.9892954912635658
0.9910215144841606,0.9848831795812977
0.9090545105119094,0.924704898663454
1.0,0.9907289187665548
0.9694244604316546,0.9675296140132709
0.6666666666666667,0.7567434087886977
0.9771863117870723,0.9687824117392132
0.9889742733043769,0.986682264285374
0.9568965517241379,0.9502327270476526
0.9961832061068703,0.9899033629644272
0.9894566098945661,0.9780127991011829
0.9911504424778761,0.9757661222184971
0.9835526315789473,0.9760853549841036
1.0098684210526316,0.9883826875014491
0.9609929078014184,0.9491568516897071
